Age,Sex,Edu_level,Highest_math,Curr_math,Ethnicity,Race,Income,MathAnx_score,ReadAnx_score,TraitAnx_score,SocDsr_score,TestAnx_score,points,easy_math_cnt,easy_word_cnt,easy_acc_math,easy_acc_word,easy_RT_math,easy_RT_word,hard_math_cnt,hard_word_cnt,hard_level_math,hard_level_word,hard_acc_math,hard_acc_word,hard_RT_math,hard_RT_word,hcp_h2e2_math,hcp_h3e2_math,hcp_h4e2_math,hcp_h5e2_math,hcp_h6e2_math,hcp_h456e2_math,hcp_h2e2_word,hcp_h3e2_word,hcp_h4e2_word,hcp_h5e2_word,hcp_h6e2_word,hcp_h456e2_word
31,1,3,4,2,2,6,2,2.92,2.2,54,18,53,384,16,14,0.9375,1,2143,1736,54,56,2.8519,3.7857,0.6481,0.7321,3722,3241,0.6,0.9,1,0.9,1,0.9667,0.8,1,1,0.8,1,0.9333
26,1,3,7,2,2,5,2,1.36,1.56,65,14,26,382,16,19,0.875,0.8947,1812,1866,54,51,3,4.1569,0.6667,0.7059,2671,2596,0.4,1,1,1,1,1,0.2,0.9,1,1,1,1
24,2,2,6,2,1,5,5,1.68,1.6,20,28,27,386,16,17,1,0.8824,2015,2396,54,53,3.3889,2.9245,0.6667,0.6792,4372,3399,0.4,1,1,1,1,1,0.3,1,1,1,1,1
30,1,2,1,2,2,5,4,1.04,1.12,29,17,26,387,16,10,0.9375,0.9,3105,2436,54,60,3.4444,3.35,0.7407,0.7167,4885,4464,0.9,0.9,1,0.7,0.9,0.8667,1,1,1,1,1,1
24,1,3,4,2,2,5,4,3.84,2.2,65,21,55,315,15,16,0.7333,0.9375,2098,2200,55,54,2.1818,3.2037,0.4909,0.6481,2013,2435,0.6,0.9,1,1,1,1,0.7,0.9,0.8,1,1,0.9333
27,1,3,4,2,2,5,1,3.52,1.28,75,15,56,349,15,13,0.8667,0.8462,2607,2205,55,57,2.4364,4.8596,0.5455,0.6667,3026,2859,0.5,1,1,1,1,1,0.7,1,1,1,1,1
31,2,5,6,2,2,5,5,4,2.12,41,16,60,351,15,16,0.7333,1,2835,1892,55,54,2.5636,4.0185,0.5273,0.7222,3528,2571,0.8,0.8,1,0.9,1,0.9667,0.8,0.9,0.8,1,0.9,0.9
23,1,4,7,2,2,2,6,1.52,1.28,27,22,22,387,15,13,0.9333,1,2405,1711,55,57,2.7636,5.5965,0.6909,0.6842,3273,2969,0.5,1,1,1,1,1,0.7,1,1,1,1,1
23,1,5,6,2,2,5,6,3,1.44,59,7,74,392,15,14,1,1,1826,1832,55,56,3.2727,4.5714,0.7091,0.6786,3240,2987,0.5,1,1,1,1,1,0.6,1,1,1,1,1
25,2,2,6,2,2,5,3,2,2.04,64,11,40,410,15,15,1,0.9333,1939,1843,55,55,3.5818,4.1818,0.7091,0.7455,3651,2360,0.5,1,1,1,1,1,0.5,1,1,1,1,1
29,2,5,5,2,2,6,5,2.44,1.56,32,10,33,467,15,35,1,0.8571,2281,3272,55,35,6.9818,4.6857,1,0.8286,4547,4035,0.5,1,1,1,1,1,0.1,0.4,0.7,0.7,0.6,0.6667
33,1,5,2,2,2,5,3,4.12,1.44,47,12,66,247,14,11,0.5,0.8182,1965,2167,56,59,2.1607,2.678,0.3214,0.5424,2072,2859,0.9,1,0.8,0.9,1,0.9,1,0.9,1,1,1,1
31,2,2,3,2,2,3,4,2.48,1.16,34,16,36,300,14,13,0.9286,0.8462,2456,2045,56,57,2.4286,2.386,0.5,0.5965,2532,2219,0.6,1,1,1,1,1,0.9,0.9,1,0.9,1,0.9667
31,1,2,2,2,2,5,4,3.56,1,21,21,36,263,14,15,0.7143,0.7333,2284,2246,56,55,2.5,2.6364,0.4107,0.5273,2575,2340,0.6,1,1,1,1,1,0.5,1,1,1,1,1
25,2,4,4,2,2,5,2,3.12,2.12,36,15,50,378,14,13,1,0.9231,2078,2733,56,57,3.3036,2.8421,0.7321,0.6316,3892,3844,0.8,1,0.9,0.9,1,0.9333,0.9,1,0.9,1,0.9,0.9333
32,2,4,6,2,2,2,2,2.76,2.64,44,11,33,407,14,21,1,1,2122,1993,56,49,4.1607,5.1429,0.6964,0.7551,4496,3818,0.6,1,1,1,1,1,0.1,0.8,1,1,1,1
21,1,2,2,2,2,5,2,2.68,2.08,52,12,75,333,13,14,0.7692,0.9286,3282,1837,57,56,2.3333,3.25,0.4912,0.6964,4070,2305,0.8,1,0.9,1,1,0.9667,0.7,1,1,1,0.9,0.9667
31,1,3,4,2,1,5,1,2.76,1.68,52,16,37,330,13,12,0.6154,0.6667,2251,2270,57,58,2.2982,3.2414,0.4912,0.7069,2313,3043,0.7,1,1,1,1,1,0.8,1,1,1,1,1
31,1,3,5,2,2,5,1,1.88,3.44,53,21,56,313,13,10,0.8462,0.8,3280,2427,57,60,2.4561,2.5333,0.5439,0.5667,4177,3334,0.9,1,1,0.9,0.9,0.9333,1,1,1,1,1,1
25,1,3,4,2,2,5,3,1.88,2,38,15,30,372,13,20,1,0.9,1808,2323,57,50,3.0526,4.82,0.6667,0.74,3732,3116,0.7,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8
20,2,2,6,2,3,5,4,2.72,2.08,26,16,53,423,13,13,0.9231,1,4325,2430,57,57,6.5614,4.1579,0.8947,0.6842,4512,2740,0.8,1,1,1,0.9,0.9667,0.7,1,1,1,1,1
34,2,3,4,2,2,5,4,3.44,1,30,21,46,319,12,14,0.8333,1,3522,2929,58,56,2.2759,2.8393,0.4828,0.6429,4400,3607,1,1,1,0.9,0.9,0.9333,0.8,1,1,1,0.8,0.9333
31,2,4,5,2,2,5,4,1.2,1.72,35,20,22,394,12,12,0.75,0.75,4762,2717,58,58,6.7586,2.3966,0.8793,0.5862,5171,3655,0.9,1,1,0.9,1,0.9667,0.8,1,1,1,1,1
34,1,4,4,2,2,5,4,3.48,2.24,43,7,72,365,11,10,0.9091,0.8,2204,2526,59,60,2.9322,3.35,0.661,0.65,3625,2847,0.9,1,1,1,1,1,1,1,1,1,1,1
28,2,3,4,2,2,1,4,1.72,1.72,38,13,31,437,11,10,0.8182,1,3760,2089,59,60,6.4237,4.05,0.9153,0.7,5152,3337,1,1,1,1,0.9,0.9667,1,1,1,1,1,1
32,2,4,5,2,2,5,4,3.04,2.24,26,26,31,192,10,10,0.1,0.7,3510,3245,60,60,2.0667,2.1667,0.2,0.45,3628,3483,1,1,1,1,1,1,1,1,1,1,1,1
32,1,4,6,2,2,5,4,2.04,1.92,39,25,27,391,10,11,0.8,0.9091,2693,2568,60,59,2.9167,4.2712,0.6833,0.678,4638,3515,1,1,1,1,1,1,0.9,1,1,1,1,1
27,2,4,6,2,1,6,1,1.96,1.2,55,18,49,379,10,11,1,0.9091,1932,1841,60,59,3.2167,3.6102,0.6833,0.678,2846,2187,1,1,1,1,1,1,0.9,1,1,1,1,1
28,1,5,4,2,2,5,6,2.44,1.88,26,15,60,390,10,12,1,1,1916,1914,60,58,4.4,5.6897,0.7167,0.7069,3826,2832,1,1,1,1,1,1,0.8,1,1,1,1,1
20,2,3,7,2,2,2,6,1.8,2.2,43,16,30,387,10,10,1,1,1753,2214,60,60,4.9,4.2333,0.75,0.65,4650,4586,1,1,1,1,1,1,1,1,1,1,1,1
29,1,3,4,1,2,5,1,3.36,1.72,53,8,55,427,10,11,0.8,1,4926,1920,60,59,6.7667,3.4915,0.8833,0.678,5473,1975,1,1,1,1,1,1,0.9,1,1,1,1,1
24,1,3,6,2,2,3,1,3.24,2.08,59,8,61,469,10,10,0.9,1,5696,2580,60,60,6.8333,4.3833,0.95,0.7333,5412,4331,1,1,1,1,1,1,1,1,1,1,1,1
